Country,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Croatia,xxx,xxx,xxx,xxx,165.2,248.8,348.9,446.3,423.8,396.5,317.8,232.5,149.0,142.8,166.9,161.6,166.7,182.5,194.4,224.7,298.3,260.7,235.4,257.2,222.8,224.0,213.0,177.7,164.4
Czech Rep.,xxx,xxx,xxx,xxx,xxx,78.9,90.7,103.1,108.8,95.8,113.2,117.3,112.8,115.4,146.1,184.7,200.0,238.4,238.5,262.1,280.7,259.9,237.7,234.9,203.5,197.5,178.5,167.2,185.5
Czechoslovakia,0.0,0.0,149,0.0,0.0,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx
Estonia,xxx,xxx,xxx,xxx,0.0,8.8,17.2,25.4,29.2,37.6,42.6,52.6,56.0,67.4,88.3,124.9,150.3,196.2,233.6,330.4,377.5,325.1,249.4,293.1,329.9,363.1,389.1,357.4,383.8
German DR,0.0,0.0,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx
Hungary,98.4,78.1,81.6,69.7,78.3,71.0,73.1,59.1,56.6,67.5,60.1,68.6,70.0,82.9,106.1,138.2,151.5,158.1,139.9,176.5,185.8,147.1,134.9,147.4,132.8,129.0,122.3,114.8,127.8
Kosovo,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,0.5,15.5,21.7,28.5,24.0,26.7,29.4,30.0,28.7
Latvia,xxx,xxx,xxx,xxx,0.0,6.9,13.4,17.5,15.5,15.6,17.5,23.6,29.5,37.1,63.5,82.7,101.6,122.4,167.3,221.7,271.3,171.8,124.2,143.8,125.5,140.9,148.7,143.5,208.2
Lithuania,xxx,xxx,xxx,xxx,0.0,5.7,5.8,8.4,11.7,21.2,39.0,30.3,40.3,48.2,52.9,61.9,80.2,90.9,106.4,135.4,168.1,127.6,104.5,112.2,108.9,119.7,146.4,163.7,223.3
"Macedonia, FYR",xxx,xxx,xxx,xxx,0.0,0.0,0.0,0.0,66.7,42.3,39.8,33.1,34.7,111.9,52.4,56.9,66.4,62.2,61.5,79.2,84.0,77.1,63.0,64.1,57.7,61.0,59.4,50.8,51.0
Montenegro,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,98.7,101.0,103.8,137.3,123.5,120.7,127.4,108.5,103.8,108.0,88.8,107.3
Poland,47.0,39.2,40.3,45.0,49.0,55.2,58.4,70.5,79.9,82.7,90.6,83.8,81.7,94.4,98.2,107.9,124.3,153.3,172.0,223.1,242.7,205.0,227.9,245.0,232.8,240.2,267.9,264.5,242.1
Romania,107.8,109.6,74.0,58.7,35.6,31.1,40.5,42.8,38.3,47.5,55.8,42.9,42.3,44.8,48.3,57.6,70.9,92.3,106.2,124.3,144.7,108.5,102.8,118.3,105.4,123.9,137.0,132.3,142.8
Serbia,xxx,xxx,xxx,xxx,0.0,0.0,0.0,0.0,0.0,93.5,66.4,77.1,35.6,52.6,72.8,78.8,80.1,68.5,77.0,106.4,122.0,107.2,96.3,109.4,95.0,102.9,102.7,81.8,80.7
Slovak Rep.,xxx,xxx,xxx,xxx,xxx,50.0,56.1,117.4,119.4,92.9,73.9,60.8,63.6,73.1,81.7,116.0,132.1,152.9,169.2,211.3,261.6,250.0,210.4,196.8,188.4,178.6,184.0,181.7,190.8
Slovenia,xxx,xxx,xxx,xxx,140.3,115.1,119.2,168.0,165.9,146.3,151.5,138.2,111.8,136.5,164.5,209.7,247.7,257.5,303.6,343.3,408.4,391.1,376.2,323.3,263.5,245.4,235.3,193.8,195.5
Yugoslavia (former),0.0,0.0,0.0,0.0,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx
Eastern Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armenia,xxx,xxx,xxx,xxx,0.0,2.9,0.0,16.2,16.5,20.4,21.4,22.1,22.1,21.6,21.0,25.2,32.4,46.7,62.7,93.7,133.1,121.2,133.3,131.7,127.8,148.6,152.3,148.3,142.6
Azerbaijan,xxx,xxx,xxx,xxx,1.5,10.2,5.7,8.5,9.1,11.6,13.4,14.9,14.7,16.1,16.9,21.1,27.0,35.6,82.8,108.0,181.3,164.0,162.3,333.8,346.8,354.6,355.9,309.7,139.7
Belarus,xxx,xxx,xxx,xxx,0.0,0.0,0.0,17.6,18.1,24.7,22.6,16.6,14.1,18.0,20.8,23.7,32.4,47.0,65.9,78.2,92.7,71.1,80.9,79.7,86.1,102.3,106.4,76.2,150.1
Georgia,xxx,xxx,xxx,xxx,0.0,0.0,0.0,0.0,13.6,8.9,8.5,5.4,4.0,5.1,7.3,9.3,15.6,47.8,91.3,212.4,251.0,140.4,106.9,111.7,118.9,108.2,103.0,83.3,33.2
Moldova,xxx,xxx,xxx,xxx,0.0,0.0,0.0,3.1,3.6,4.1,2.5,1.4,1.2,1.4,1.7,2.0,2.3,2.9,4.0,5.5,9.0,6.1,4.5,5.6,5.9,6.6,6.8,5.7,7.3
Russian Federation,867.4,766.7,763.1,0.0,0.0,52.3,91.3,85.9,106.9,118.9,54.0,44.0,63.0,80.1,96.0,117.4,145.5,190.3,240.8,304.1,392.6,360.0,410.2,490.4,568.6,616.3,590.5,463.0,483.1
Ukraine,xxx,xxx,xxx,xxx,0.0,3.0,18.0,20.6,29.0,41.3,28.3,19.1,23.3,22.5,24.6,30.1,35.8,51.4,64.2,88.6,104.5,75.3,81.7,81.0,91.3,97.1,89.6,80.7,76.8
Austria,224.3,211.7,256.0,257.1,273.9,268.6,280.9,320.8,307.2,270.1,269.2,264.5,239.2,221.4,231.9,292.1,326.9,326.2,319.3,421.6,449.7,398.8,383.5,404.8,376.9,380.5,388.1,311.9,334.2
Belgium,412.5,389.9,465.4,461.9,411.1,371.2,389.3,437.8,416.5,361.1,358.7,351.5,310.7,294.4,303.6,371.7,406.3,400.3,405.2,482.4,584.1,517.8,479.8,499.7,466.5,471.9,461.7,373.3,357.5
Cyprus,331.1,326.2,536.7,534.2,787.0,327.6,356.5,349.4,513.1,599.7,532.7,313.3,298.1,340.8,247.5,289.0,333.2,368.9,369.8,381.1,421.4,432.2,432.7,429.6,367.0,337.2,310.1,281.4,299.8
Denmark,453.1,425.7,515.5,518.4,548.7,516.7,521.7,595.9,587.4,531.5,537.1,523.5,448.2,471.6,501.8,594.3,662.9,640.2,716.2,763.8,871.3,785.2,811.3,810.3,789.6,749.7,718.4,593.4,617.7
Finland,344.2,355.6,429.4,439.4,412.3,319.2,345.3,373.7,394.4,378.7,380.3,320.2,301.0,285.1,309.8,434.2,506.0,522.9,543.3,570.0,680.3,674.0,633.4,694.8,664.1,694.4,656.9,554.4,587.9
France,641.0,623.5,747.9,746.2,784.8,737.5,765.5,820.4,794.0,704.3,680.2,658.1,569.4,557.3,606.0,759.4,871.0,863.9,884.9,977.9,1059.4,1067.7,981.3,1021.1,944.5,977.6,992.1,859.4,862.4
Germany,449.1,428.0,536.0,497.2,524.1,461.3,447.4,504.3,476.2,405.1,404.2,397.8,343.7,335.2,359.0,429.8,466.8,468.4,470.0,526.3,596.1,589.5,575.1,598.6,577.4,570.1,571.7,493.4,509.3
Greece,274.5,254.4,315.2,308.0,351.0,322.5,340.2,392.8,430.1,423.5,444.3,459.4,416.7,403.0,429.9,456.6,567.3,634.9,685.4,766.6,947.4,951.9,730.4,639.2,532.4,511.5,502.8,451.7,455.6
Iceland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.6,62.5,60.7,53.9,0.0,0.0,0.0,0.0
Ireland,127.3,121.9,166.7,175.0,188.2,166.1,175.0,192.6,204.4,206.5,198.3,195.7,180.8,196.8,204.4,238.9,267.5,272.4,277.2,312.7,353.3,310.6,276.0,279.5,248.0,256.0,255.1,212.7,212.0
Italy,344.3,349.6,410.1,426.7,438.2,360.2,356.5,339.2,410.6,398.4,411.8,415.4,392.2,383.7,422.6,521.4,584.7,571.6,567.0,608.1,695.3,644.1,604.7,638.9,564.7,567.0,528.1,423.0,467.4
Luxembourg,229.9,201.1,253.3,278.9,314.8,272.4,313.1,348.5,341.8,319.2,336.1,326.4,293.9,364.1,345.7,444.1,519.4,532.4,530.8,602.6,488.0,449.3,539.8,494.2,446.0,474.7,501.3,486.9,510.8
Malta,64.2,60.5,59.5,60.6,73.6,67.3,75.5,83.6,88.6,82.2,76.2,72.8,65.5,69.7,72.6,86.9,102.7,132.2,111.1,122.2,137.9,144.4,142.5,135.0,120.1,129.1,135.3,123.7,137.2
Netherlands,457.0,431.9,497.5,482.5,522.5,462.9,465.0,518.5,503.6,437.4,434.8,444.5,375.7,387.9,418.5,516.9,576.9,585.8,623.0,697.3,749.1,731.9,674.7,697.9,618.8,608.4,612.6,512.1,545.1
Norway,689.3,695.0,800.6,771.3,887.6,736.9,785.2,804.6,806.4,737.2,748.8,740.9,650.6,656.9,896.1,990.5,1065.0,1056.3,1073.8,1245.7,1335.2,1282.6,1328.6,1459.9,1423.6,1454.1,1424.7,1116.0,1138.0
Portugal,136.2,147.3,189.6,213.5,254.7,219.5,216.6,264.9,257.0,235.1,229.0,235.1,214.5,225.3,251.1,298.9,356.2,385.4,386.7,413.8,454.9,467.4,445.8,464.5,393.5,451.6,395.3,343.6,365.5
Spain,228.0,237.9,298.4,297.3,310.9,254.1,254.6,287.7,283.2,246.7,257.4,275.1,252.1,247.9,245.6,303.2,353.6,364.8,387.4,443.8,485.1,435.9,423.0,421.7,404.4,371.2,371.4,323.9,323.6
Sweden,581.5,591.7,720.8,721.8,739.7,573.5,586.5,649.1,701.0,587.3,579.2,580.9,539.8,464.4,488.6,593.3,614.0,611.1,613.7,697.7,653.0,544.2,627.3,668.4,654.2,678.4,675.6,550.9,540.2
Switzerland,498.5,465.7,607.8,596.0,607.3,524.1,560.3,662.0,600.5,493.4,491.2,440.9,390.8,383.8,398.1,448.6,477.0,470.3,445.0,466.2,536.0,524.2,525.6,627.6,572.4,619.9,561.8,544.8,558.8
UK,604.0,588.2,681.9,734.7,710.1,592.0,597.4,591.5,593.9,612.3,630.7,621.5,598.9,598.0,668.8,788.3,901.8,916.0,947.8,1079.1,1063.7,930.8,926.1,954.2,920.1,889.1,920.0,832.3,741.3
Bahrain,445.9,453.3,482.6,516.6,534.2,521.3,518.2,537.8,555.0,538.3,533.6,568.5,538.4,535.8,612.3,677.5,658.3,592.0,610.3,625.9,645.2,692.0,668.2,791.3,886.5,998.7,1083.2,1047.0,1023.2
Egypt,83.1,63.9,40.1,23.3,24.0,25.4,28.0,31.2,33.3,35.0,36.0,36.5,38.5,40.7,40.9,33.0,32.2,35.5,38.7,42.6,47.9,49.9,53.7,53.3,53.2,49.8,56.8,59.8,48.3
Iran,356.2,297.8,293.3,306.3,339.5,24.6,28.6,41.5,57.9,74.4,86.1,102.7,126.5,155.3,47.9,54.2,75.6,96.9,123.4,130.1,152.8,171.5,182.6,189.9,216.6,155.5,126.7,133.8,158.4
Iraq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.3,41.5,44.6,70.0,106.9,108.0,121.6,134.3,125.6,228.1,196.2,263.7,165.9
Israel,1747.7,1383.3,1607.9,2254.2,1706.3,1753.7,1679.9,1661.1,1735.8,1712.1,1579.2,1460.9,1557.5,1554.6,1602.3,1688.4,1703.2,1638.0,1694.0,1733.2,1987.0,1924.8,1962.1,2032.5,1915.9,2158.4,2280.5,2078.8,2193.8
Jordan,190.4,119.3,96.0,122.4,98.2,98.8,98.2,69.4,93.9,97.7,107.4,109.1,111.0,109.1,105.7,121.3,113.5,113.2,126.9,179.3,226.0,250.3,239.0,235.9,210.6,200.3,208.9,212.8,228.1
Kuwait,850.9,1010.7,4352.7,6439.3,3308.4,1663.4,1948.1,2255.6,1979.0,1455.5,1292.1,1233.8,1397.8,1349.6,1381.6,1493.7,1592.6,1550.4,1505.7,1621.3,1637.7,1460.8,1417.0,1665.1,1737.5,1585.6,1554.0,1413.9,1636.6
Lebanon,14.7,0.0,79.3,83.4,156.9,156.2,214.3,246.0,239.5,219.3,222.8,262.8,287.5,285.3,257.6,249.5,247.1,241.4,248.7,282.0,284.6,341.1,365.5,354.2,356.8,366.1,404.5,382.8,0.0
Oman,912.3,896.7,1065.3,884.1,1021.7,929.2,947.3,920.9,863.3,887.1,790.0,803.1,939.1,1067.8,1072.4,1100.9,1214.9,1456.8,1578.4,1667.9,1740.6,1625.6,1662.9,2077.1,3479.1,2991.7,2585.3,2236.9,1953.5
Qatar,2207.0,1832.3,1659.7,1846.2,0,0,0,0,0,0,0,0,0,0,1199.6,1174.3,1055.0,1060.4,1078.2,1325.1,1668.5,1224.5,1063.0,0,0,0,0,0,0
Saudi Arabia,876.3,806.4,999.6,968.3,882.8,919.5,777.2,700.1,690.1,915.0,1027.6,879.7,933.2,955.4,816.2,802.6,869.3,1026.1,1163.7,1359.8,1429.3,1505.6,1610.7,1685.8,1915.4,2219.1,2614.8,2764.3,1978.2
Syria,317.4,122.7,131.9,225.8,225.7,105.2,117.4,66.8,67.5,69.1,70.4,70.6,54.9,61.2,64.9,83.0,78.6,80.0,76.6,82.3,86.2,106.1,113.2,121.7,0,0,0,0,0
Turkey,51.1,63.6,98.4,103.3,110.3,124.8,91.9,112.9,126.4,129.0,143.1,159.8,158.0,112.4,139.0,155.6,163.1,178.0,194.5,220.4,243.5,229.5,248.1,235.4,239.9,244.8,229.2,201.9,185.9
UAE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1285.4,1467.0,1467.7,1926.4,1801.8,1577.5,1609.2,1714.5,1473.5,1385.6,1407.8,1677.0,1795.7,2101.5,2196.0,2125.0,2606.3,2504.4,0,0
Yemen,xxx,xxx,67.5,81.8,98.7,110.1,160.8,52.8,26.3,24.3,22.8,22.8,26.6,29.5,39.2,41.7,36.9,39.8,39.0,48.4,53.6,61.9,61.4,66.5,65.1,64.6,65.5,0.0,0.0
"Yemen, North",..,..,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx
